Title,Topic,Post type,URL
"patentr • R package to access USPTO bulk data in tidy, rectangular format",visualisation,package,https://github.com/jyprojs/patentr
Austin W · R Projects,visualisation,article,https://austinwehrwein.com/tutorials/xgforeveryone/
52 Different Ways to Rename a Column in R | Matt Roumaya,visualisation,article,https://www.mattroumaya.com/post/52-different-ways-to-rename-a-column-in-r/
"RStudio AI Blog: torch, tidymodels, and high-energy physics",models,article,https://blogs.rstudio.com/ai/posts/2021-02-11-tabnet/
Data Cleaning in R Made Simple. The title says it all. | by Emily Burns | Towards Data Science,visualisation,article,https://towardsdatascience.com/data-cleaning-in-r-made-simple-1b77303b0b17
Wie man Boxplots in R informativer gestaltet (ggplot2 und mehr) | Statistik Dresden,visualisation,article,https://statistik-dresden.de/archives/16531
Drag-and-Drop in shiny Apps with SortableJS • sortable,shiny,article,https://rstudio.github.io/sortable/index.html
PIPING HOT DATA: GGanimating a geographic introduction,visualisation,article,https://www.pipinghotdata.com/posts/2021-02-15-gganimating-a-geographic-introduction/
Feature Extraction and Statistics for Time Series • feasts,visualisation,article,https://feasts.tidyverts.org/
How Should You Think About Your Priors for a Bayesian Analysis? | Steven V. Miller,statistics,article,http://svmiller.com/blog/2021/02/thinking-about-your-priors-bayesian-analysis/
The Mockup Blog: Joins vs case whens - speed and memory tradeoffs,visualisation,article,https://themockup.blog/posts/2021-02-13-joins-vs-casewhen-speed-and-memory-tradeoffs/
Measuring and Monitoring Arrow's Performance: Some Updated R Benchmarks · Ursa Labs,big-data,article,https://ursalabs.org/blog/2021-r-benchmarks-part-1/
Awesome R Shiny Resources & Extensions – paulvanderlaken.com,shiny,article,https://paulvanderlaken.com/2021/02/16/awesome-r-shiny-resources-extensions/
Understand your models with #TidyTuesday inequality in student debt | Julia Silge,models,article,https://juliasilge.com/blog/student-debt/
gganatogram • Create anatograms using ggplot2,visualisation,package,https://github.com/jespermaag/gganatogram
jeremydata: Scrape Hundreds of PDF Documents From the Web with R and rvest,scraping,article,https://jeremydata.com/posts/2021-02-16-scrape-hundreds-of-pdf-documents-from-the-web-with-r-and-rvest/
Thinking inside the box,visualisation,article,http://dirk.eddelbuettel.com/blog/2021/02/11/
Full Text of Scholarly Articles Across Many Data Sources • rOpenSci: fulltext,publishing,article,https://docs.ropensci.org/fulltext/
Introduction to mapping in R – CougRstats,visualisation,article,https://cougrstats.wordpress.com/2021/02/10/introduction-to-mapping-in-r/
The unequalled joy of non-equi joins · Tea & Stats,big-data,article,https://selbydavid.com/2021/02/13/joins/
Visualizing How a Kernel Draws a Smooth Line • Walker Harrison,visualisation,article,https://www.walker-harrison.com/posts/2021-02-13-visualizing-how-a-kernel-draws-a-smooth-line/
The complete guide to scales,visualisation,article,https://ggplot2tor.com/scales/
Get started with GitHub | Happy Git and GitHub for the useR,publishing,article,https://happygitwithr.com/usage-intro.html
Exploring Catapult's running imbalance data,visualisation,article,https://www.mitchhenderson.org/2021/02/exploring-catapults-running-symmetry-data/
Anomalies and Algorithms | Sevvandi Kandanaarachchi,visualisation,article,https://sevvandi.netlify.app/project/algorithms/
Examining speeches from the UN Security Council Part 1 – R Functions and Packages for Political Science Analysis,visualisation,article,https://rforpoliticalscience.com/2021/02/17/examining-speeches-from-the-un-security-council-part-1/
Data Vis for Likert Questions,visualisation,article,https://lmudge13.github.io/sample_code/likert_graphs.html
Fast Wild Cluster Bootstrap Inference for Linear Regression Models • fwildclusterboot,models,article,https://s3alfisc.github.io/fwildclusterboot/
Step-by-step actions in Tidyeval | English site,visualisation,article,https://mariadermit.netlify.app/2021-02-11-tidyeval-actions/
prettyb • Prettified base graphics,visualisation,package,https://github.com/jumpingrivers/prettyb
ncaahoopr • An R package for working with NCAA Basketball Play-by-Play Data,visualisation,package,https://github.com/lbenz730/ncaahoopr
Testing The Equality of Regression Coefficients • I Should Be Writing: COVID-19 Edition,statistics,article,https://shouldbewriting.netlify.app/posts/2021-02-16-testing-coefficients-equality/
frie.codes: Shuffling my Spotify Liked Songs or: checking my assumptions,visualisation,article,https://frie.codes/posts/shuffling-spotify-liked-songs-checking-assumptions/
Classical k-gram Language Models • kgrams,text-analysis,article,https://vgherard.github.io/kgrams/
brickset • R package to interface with the Brickset API for getting data about LEGO.,visualisation,package,https://github.com/jbryer/brickset
"ggh4x • options for tailored facets, multiple colourscales and miscellaneous",visualisation,package,https://github.com/teunbrand/ggh4x
28 Version control | Big Book of R,publishing,article,https://www.bigbookofr.com/version-control.html
cutpointr • determining and validating optimal cutpoints in binary classification,visualisation,package,https://github.com/thie1e/cutpointr
Microsoft365R: an R interface to the Microsoft 365 suite (Revolutions),big-data,article,https://blog.revolutionanalytics.com/2021/02/microsoft365r.html
"The Comprehensive Guide to Installing R Packages from CRAN, Bioconductor, GitHub and Co.",visualisation,article,https://thomasadventure.blog/posts/install-r-packages/
motif • Pattern-based spatial analysis in R,visualisation,package,https://github.com/nowosad/motif
How to share data analysis scripts with publications? | Dr Dominique Makowski,publishing,article,https://dominiquemakowski.github.io/post/template_results/
"ggvenn • Venn Diagram by ggplot2, with really easy-to-use API.",visualisation,package,https://github.com/yanlinlin82/ggvenn
xaringan Playground: Using xaringan to learn web development - RStudio,publishing,article,https://resources.rstudio.com/resources/rstudioglobal-2021/xaringan-playground-using-xaringan-to-learn-web-development/
morris • 🎨 William Morris colour palettes for ggplot2 🎨,visualisation,package,https://github.com/cshoggard/morris
Supervised machine learning case studies in R! · A free interactive course,visualisation,article,https://supervised-ml-course.netlify.app/
RStudio AI Blog: Simple audio classification with torch,visualisation,article,https://blogs.rstudio.com/ai/posts/2021-02-04-simple-audio-classification-with-torch/
Writing a Personal R Package,visualisation,article,https://www.jumpingrivers.com/blog/personal-r-package/
Eric Ekholm: Dungeons and Dragons - Part 3,visualisation,article,https://www.ericekholm.com/posts/2021-02-03-dungeons-and-dragons-part-3/
A New Paradigm for Multifigure Coordinate-Based Plotting in R - RStudio,visualisation,article,https://resources.rstudio.com/resources/rstudioglobal-2021/a-new-paradigm-for-multifigure-coordinate-based-plotting-in-r/
Image sizes in an R markdown Document,visualisation,article,https://www.jumpingrivers.com/blog/knitr-rmarkdown-image-size/
A2B of Data Science: A statistically significant estimate is an over-estimate -- The winner's curse in experiments,visualisation,article,https://www.a2bofdatascience.com/2021/01/a-statistically-significant-estimate-is.html?m=1
Embedding column-name contracts in data pipelines with dbt | Emily Riederer,models,article,http://emily.rbind.io/post/convo-dbt/
biomartr • Genomic Data Retrieval with R,visualisation,package,https://github.com/ropensci/biomartr
"tinkr • Convert (R )Markdown files to XML, edit them, write them back as (R )Markdown",visualisation,package,https://github.com/ropensci/tinkr
Let R tell you what to watch on Netflix – R for Journalists,publishing,article,https://rforjournalists.com/2021/02/08/let-r-tell-you-what-to-watch-on-netflix/
umap • Uniform Manifold Approximation and Projection • R package,visualisation,package,https://github.com/tkonopka/umap
Chapter 10 Cache credentials for HTTPS | Happy Git and GitHub for the useR,publishing,article,https://happygitwithr.com/credential-caching.html
sjmisc • Data transformation and utility functions for R,visualisation,package,https://github.com/strengejacke/sjmisc
Create Interactive 3D Visualizations of Molecular Data • r3dmol,visualisation,article,https://swsoyee.github.io/r3dmol/index.html
reactablefmtr • An R package to simplify formatting and customization of tables made with {reactable},visualisation,package,https://github.com/kcuilla/reactablefmtr
Interface to Digital Ocean • analogsea,publishing,article,https://analogsea.icu/
Sciencificity's Blog: Feel like the cat that got the cream with {forcats},visualisation,article,https://sciencificity-blog.netlify.app/posts/2021-01-30-control-your-factors-with-forcats/
"Network trees: networktree 1.0.0, web page, and Psychometrika paper",statistics,article,https://www.zeileis.org/news/networktree100/
"dplyr-learnr • A colorful introduction to some common functions in dplyr, part of the tidyverse.",visualisation,package,https://github.com/allisonhorst/dplyr-learnr
Adding Labels to a {ggplot2} Bar Chart,visualisation,article,https://thomasadventure.blog/posts/labels-ggplot2-bar-chart/
poppr • 🌶 An R package for genetic analysis of populations with mixed (clonal/sexual) reproduction,visualisation,package,https://github.com/grunwaldlab/poppr
ridge • Ridge Regression with automatic selection of the penalty parameter,visualisation,package,https://github.com/steffenmoritz/ridge
mlops-r • Resources for Machine Learning Operations with R,visualisation,package,https://github.com/revodavid/mlops-r
"Nicholas DiQuattro - Snowflake, R, and dbplyr",visualisation,article,https://www.ndiquattro.me/blog/2020/02/snowflake-r-and-dbplyr/
Lists are my secret weapon for reporting stats with knitr - Higher Order Functions,publishing,article,https://www.tjmahr.com/lists-knitr-secret-weapon/
Spatially constrained clustering and regionalization | Dmitry Shkolnik,spatial,article,https://www.dshkol.com/post/spatially-constrained-clustering-and-regionalization/
Building a ggplot2 Theme | Atorus Research,visualisation,article,https://www.atorusresearch.com/building-a-ggplot2-theme/
Exploratory Data Analysis Using TF-IDF | Alex Luscombe,visualisation,article,https://alexluscombe.ca/blog/exploratory-data-analysis-using-tf-idf/
slidex • Convert PowerPoint Slides to xaringan (remark.js) Slides,visualisation,package,https://github.com/datalorax/slidex
Using dplyr with databases,big-data,article,https://db.rstudio.com/dplyr/
Emi Tanaka: Current state of R packages for the design of experiments,visualisation,article,https://emitanaka.org/posts/2021-02-03-current-state-of-experimental-design-r-packages/
Umair Durrani: Making a History Table of Discover Canada in R,visualisation,article,https://udurrani.netlify.app/posts/2021-02-07-making-a-history-table-from-discover-canada-in-r/
forcats • tools for working with categorical variables (factors),visualisation,package,https://github.com/tidyverse/forcats
Auto theming • thematic,visualisation,article,https://rstudio.github.io/thematic/articles/auto.html
r_lunch_feb2021 • Mini workshop on spatial vector data,visualisation,package,https://github.com/gruggeri/r_lunch_feb2021
R Linear Regression Bayesian (using brms) - Rens van de Schoot,statistics,article,https://www.rensvandeschoot.com/tutorials/r-linear-regression-bayesian-using-brms/
Pattern-based spatial analysis in R: an introduction | Jakub Nowosad's website,spatial,article,https://nowosad.github.io/post/motif-bp1/
Visualising stock prices and volume,visualisation,article,http://freerangestats.info/blog/2021/02/05/stock-visualizations
An Introduction to Data Analysis,statistics,article,https://michael-franke.github.io/intro-data-analysis/index.html
Print the Output of Intermediate Steps of a Call • boomer,publishing,article,https://moodymudskipper.github.io/boomer/
Rebranding R Packages with Hexagon Stickers: A Minimalist Approach - Nan Xiao | 肖楠,visualisation,article,https://nanx.me/blog/post/rebranding-r-packages-with-hexagon-stickers/
Merging Geometry of {sf} Objects in R · Jindra Lacko,visualisation,article,https://www.jla-data.net/eng/merging-geometry-of-sf-objects-in-r/
hockeystick • Download and Visualize Essential Climate Change Data in R,visualisation,package,https://github.com/cortinah/hockeystick
rOpenSci | targets: Democratizing Reproducible Analysis Pipelines,models,article,https://ropensci.org/blog/2021/02/03/targets/
Loads Shapefiles of Official Spatial Data Sets of Brazil • geobr,spatial,article,https://ipeagit.github.io/geobr/
Wrap Vectors in Markdown Formatting • gluedown,publishing,article,https://kiernann.com/gluedown/
Rcpp for everyone,statistics,article,https://teuder.github.io/rcpp4everyone_en/
Plotting Rugby Match Data in R – Witness the Analysis,visualisation,article,https://witnesstheanalysis.wordpress.com/2019/09/11/plotting-rugby-match-data-in-r/
wrapr • Wrap R for Sweet R Code,visualisation,package,https://github.com/winvector/wrapr
rstudio::global 2021 talks - RStudio,shiny,article,https://resources.rstudio.com/resources/rstudioglobal-2021/
Fitting multivariate ODE models with brms | mages' blog,statistics,article,https://magesblog.com/post/2021-02-08-fitting-multivariate-ode-models-with-brms/
Part 5 Wrangle yo’ data | Programming with Data,visualisation,article,https://progdata-guide.netlify.app/wrangle-yo-data.html
PCA and UMAP classification of vegetable oils with tidymodels & base R | English site,models,article,https://mariadermit.netlify.app/2021-02-04-unsupervised-machine-learning-with-tidymodels/
era 0.3.1: year-based time scales in R - Joe Roe,spatial,article,https://joeroe.io/2021/02/07/era-0.3.1.html
Art Lessons: One Year as RStudio’s Artist-in-Residence - RStudio,shiny,article,https://rstudio.com/resources/rstudioglobal-2021/art-lessons-one-year-as-rstudios-artist-in-residence/
Distances and outlier detection - Charles Gauvin,statistics,article,https://www.charlesgauvin.ca/post/distances-and-outlier-detection/
Miha Gazvoda: The wall riddle,visualisation,article,https://mihagazvoda.com/posts/wall-riddle/
tarchetypes • Archetypes for targets and pipelines,visualisation,package,https://github.com/ropensci/tarchetypes
projectr • Set up 📂-structure for data science projects,visualisation,package,https://github.com/jeniffen/projectr
Comparison of change point detection methods,visualisation,article,https://www.marinedatascience.co/blog/2019/09/28/comparison-of-change-point-detection-methods/
New Interactive tutorials on making data driven maps in R using African data - afrilearnr,spatial,article,https://afrimapr.github.io/afrimapr.website/blog/2021/interactive-tutorials-for-african-maps/
xaringancolor announcement | Emil Hvitfeldt,visualisation,article,https://www.hvitfeldt.me/blog/xaringancolor-announcement/
Learning R: oneRous or RewaRding? – Chris Dixon,text-analysis,article,https://chrisdixonacademic.wordpress.com/2021/02/04/learning-r-onerous-or-rewarding/
The tidyverse style guide,visualisation,article,https://style.tidyverse.org/
Testing an Outlier Detection Method | Sevvandi Kandanaarachchi,statistics,article,https://sevvandi.netlify.app/post/2021-02-06-how-to-test-an-outlier-detection-method/
Use Your R Skills to Fight COVID-19 - COVID-19 Challenge Funded by R Consortium - Open Now! - R Consortium,visualisation,article,https://www.r-consortium.org/blog/2021/02/03/use-your-r-skills-to-fight-covid-19-covid-19-challenge-funded-by-r-consortium-open-now
tidybulk • Brings transcriptomics to the tidyverse,visualisation,package,https://github.com/stemangiola/tidybulk
troopdata • Function to generate troop deployment data.,visualisation,package,https://github.com/meflynn/troopdata
Get Started - Build a model,visualisation,article,https://www.tidymodels.org/start/models/
9 Judging model effectiveness | Tidy Modeling with R,statistics,article,https://www.tmwr.org/performance.html
"How to draw a map of arbitrary contiguous regions, or visualizing the spread of COVID-19 in the Greater Region",spatial,article,https://www.brodrigues.co/blog/2021-02-06-echarts_map/
"treeshap — explain tree-based models with SHAP values | by Konrad Komisarczyk | ResponsibleML | Jan, 2021 | Medium",visualisation,article,https://medium.com/responsibleml/treeshap-explain-tree-based-models-with-shap-values-2900f95f426
What does a year of COVID-19 sound like? - rostrum.blog,visualisation,article,https://www.rostrum.blog/2021/02/02/sonify-covid/
cronologia • 🌱 🌱 🌱 Create an HTML Vertical Timeline Widget in RMarkdown and Shiny,visualisation,package,https://github.com/feddelegrand7/cronologia
Shiny 1.6 | RStudio Blog,shiny,article,https://blog.rstudio.com/2021/02/01/shiny-1-6-0/
Bringing the Tidyverse to Python with Siuba - RStudio,shiny,article,https://rstudio.com/resources/rstudioglobal-2021/bringing-the-tidyverse-to-python-with-siuba/
Using Metaflow to Make Model Tuning Less Painful - mdneuzerling,big-data,article,https://mdneuzerling.com/post/using-metaflow-to-make-model-tuning-less-painful/
RStudio AI Blog: Forecasting El Niño-Southern Oscillation (ENSO),models,article,https://blogs.rstudio.com/ai/posts/2021-02-02-enso-prediction/
Custom xaringan CSS Themes • xaringanthemer,publishing,article,https://pkg.garrickadenbuie.com/xaringanthemer/
Plumber v1.0 Showcase (Part 1) - neoxone.com,visualisation,article,https://neoxone.com/2021/01/31/plumber-v1-0-showcase-part-1/
"Chapter 5 R Packages: causact, tidyverse, etc. | A Business Analyst’s Introduction to Business Analytics",visualisation,article,https://www.causact.com/r-packages-causact-tidyverse-etc-.html
Offline Google Fonts for Markdown and Shiny • gfonts,publishing,article,https://dreamrs.github.io/gfonts/
farver • High Performance Colourspace Manipulation in R,visualisation,package,https://github.com/thomasp85/farver
Emulate LEGO Bricks in 2D and 3D • brickr,visualisation,article,https://brickr.org/index.html
tsfeatures • Time series features,spatial,package,https://github.com/robjhyndman/tsfeatures
Two new versions of gratia released,visualisation,article,https://fromthebottomoftheheap.net/2021/01/30/two-new-versions-of-gratia-on-cran/
Git and Github for Advanced Ecological Data Analysis,spatial,article,https://afredston.github.io/learn-git/learn-git.html
boom • Print the Output of Intermediate Steps of a Call,visualisation,package,https://github.com/moodymudskipper/boom
evaluator • ⚖Open Source Toolkit for Quantitative Risk Assessment,visualisation,package,https://github.com/davidski/evaluator
dharma • Diagnostics for HierArchical Regession Models,visualisation,package,https://github.com/florianhartig/dharma
Welcome | Outstanding User Interfaces with Shiny,shiny,article,https://unleash-shiny.rinterface.com/index.html
A gRadual intRoduction to the tidyverse,visualisation,article,https://tidyverse-intro.github.io/
Move column to a specific position in R - Data Cornering,visualisation,article,http://datacornering.com/move-column-to-a-specific-position-in-r/
shapper • An R wrapper of SHAP python library,visualisation,package,https://github.com/modeloriented/shapper
Amazon Athena {dbplyr} Implicit Usage of Presto Functions and Making JSON Casting Great Again | rud.is,visualisation,article,https://rud.is/b/2021/02/02/amazon-athena-dbplyr-implicit-usage-of-presto-functions-and-making-json-casting-great-again/
r-color-palettes • Comprehensive list of color palettes available in r ❤️🧡💛💚💙💜,visualisation,package,https://github.com/emilhvitfeldt/r-color-palettes
Your first R package: A tutorial | Patricio R Estévez-Soto,publishing,article,https://www.prestevez.com/post/r-package-tutorial/
"tidyexplain • 🤹‍♀ Animations of tidyverse verbs using R, the tidyverse, and gganimate",visualisation,package,https://github.com/gadenbuie/tidyexplain
SwiftR — Using R from Swift,visualisation,article,https://rud.is/books/swiftr/index.html
Using random effects in GAMs with mgcv,spatial,article,https://fromthebottomoftheheap.net/2021/02/02/random-effects-in-gams/
onepass • R package and credential retrieval from 1Password,visualisation,package,https://github.com/jonlinca/onepass
When Did the US Senate Best Reflect the US Population? | JLaw's R Blog,visualisation,article,https://jlaw.netlify.app/2021/02/01/when-did-the-us-senate-best-reflect-the-us-population/
Categorical Embeddings: New Ways to Simplify Complex Data - RStudio,text-analysis,article,https://rstudio.com/resources/rstudioglobal-2021/categorical-embeddings-new-ways-to-simplify-complex-data/
r-ladies-tbilisi-talk • For the talk for R-Ladies Tbilisi chapter I created a tutorial about data manipulations and transformation using tidyverse.,visualisation,package,https://github.com/nutsa-n/r-ladies-tbilisi-talk
Custom theming in Shiny & R Markdown with bslib & thematic - RStudio,shiny,article,https://resources.rstudio.com/resources/rstudioglobal-2021/custom-theming-in-shiny-and-r-markdown-with-bslib-and-thematic/
edgynode • Statistical assessment and simulated evolution of gene regulatory networks,visualisation,package,https://github.com/drostlab/edgynode
rmonad • Pipelines you can compute on,visualisation,package,https://github.com/arendsee/rmonad
mlr3proba • Probabilistic Supervised Learning for mlr3,visualisation,package,https://github.com/mlr-org/mlr3proba
R Tutorial: Creating an NHL rink using the Tidyverse – The Win Column,visualisation,article,https://thewincolumn.ca/2021/01/15/r-tutorial-creating-an-nhl-rink-using-the-tidyverse/
The lapply() family | MyKo101,visualisation,article,https://michaelbarrowman.co.uk/post/the-lapply-family/
Transparent graphing for dark backgrounds | Jacinta's Website,visualisation,article,https://jacintak.github.io/post/2021-02-01-transparent-graphing-for-dark-backgrounds/
tidysynth • A tidy implementation of the synthetic control method in R,visualisation,package,https://github.com/edunford/tidysynth
Understanding Non-Standard Evaluation. Part 1: The Basics,visualisation,article,https://thomasadventure.blog/posts/understanding-nse-part1/
addinslist • 📜 Discover and install useful RStudio addins,visualisation,package,https://github.com/daattali/addinslist
media bias & shared news on Twitter · Jason Timm,visualisation,article,https://www.jtimm.net/2021/01/29/media-bias/
microsoft365r • R SDK for interacting with Microsoft 365 APIs,big-data,package,https://github.com/azure/microsoft365r
A Few Notes On How I Got This Website Up & Running - Sarah Codes,publishing,article,https://sapo83.github.io/posts/how-i-got-this-website-up-running/
Multiple Names for Datasets in R Packages,visualisation,article,https://owenjonesuob.github.io/projects/multiple-names-for-datasets-in-r-packages/
anndata: annotated data in R | Robrecht Cannoodt,visualisation,article,https://cannoodt.dev/2021/02/anndata-annotated-data-in-r/
Easy larger-than-RAM data manipulation with {disk.frame} - RStudio,shiny,article,https://resources.rstudio.com/resources/rstudioglobal-2021/easy-larger-than-ram-data-manipulation-with-diskframe/
Tidyverse,visualisation,article,https://www.tidyverse.org/blog/2021/02/dplyr-1-0-4-if-any/
Learn tidytext with my new learnr course | Julia Silge,shiny,article,https://juliasilge.com/blog/learn-tidytext-learnr/
SQL translation • dbplyr,big-data,article,https://dbplyr.tidyverse.org/articles/sql-translation.html
nlp-rladies-tunis • This repository contains material on NLP (prepared for a talk for R-Ladies Tunis),text-analysis,package,https://github.com/cosimameyer/nlp-rladies-tunis
A Wrapper for the Phonetic Software Praat • speakr,visualisation,article,https://stefanocoretta.github.io/speakr/index.html
giphyr • A R package for giphy API,visualisation,package,https://github.com/haozhu233/giphyr
Plotnine: Grammar of Graphics for Python • Blog • Data Science Workshops,visualisation,article,https://datascienceworkshops.com/blog/plotnine-grammar-of-graphics-for-python/
CRAN review | B101nfo,visualisation,article,https://llrs.dev/2021/01/cran-review/
TikTok in R! — Little Miss Data,visualisation,article,https://www.littlemissdata.com/blog/tiktokrmd
"tidy • Tidy up your data with JavaScript, inspired by dplyr and the tidyverse",visualisation,package,https://github.com/pbeshai/tidy
Introducing xrprof: A New Way to Profile R - RStudio,shiny,article,https://rstudio.com/resources/rstudioglobal-2021/introducing-xrprof-a-new-way-to-profile-r/
"Pitch Values, Pitch Types and Counts | Exploring Baseball Data with R",visualisation,article,https://baseballwithr.wordpress.com/2021/02/01/pitch-values-pitch-types-and-counts/
Testing for normality · Lisa DeBruine,statistics,article,https://debruine.github.io/posts/normality/
rsimsum • Analysis of simulation studies including Monte Carlo error,visualisation,package,https://github.com/ellessenne/rsimsum
nhdr • R interface to the National Hydrography Dataset,visualisation,package,https://github.com/jsta/nhdr
Create Details HTML Tag for Markdown and Package Documentation • details,publishing,article,https://yonicd.github.io/details/
Word network of Bioconductor packages | English site,visualisation,article,https://mariadermit.netlify.app/2021-01-30-network-visualization-of-bioconductor-packages/
Pandoc Filters in Bookdown,publishing,article,https://jmablog.com/post/pandoc-filters/
A gentle introduction to data.table · Home,r-programming,article,https://atrebas.github.io/post/2020-06-17-datatable-introduction/
cocktailapp • Shiny App to Discover Cocktails.,visualisation,package,https://github.com/shabbychef/cocktailapp
"Dec 2020: ""Top 40"" New CRAN Packages · R Views",models,article,https://rviews.rstudio.com/2021/01/29/dec-2020-top-40-new-cran-packages/
You're Already Ready: Zen and the Art of R Package Development - RStudio,shiny,article,https://resources.rstudio.com/resources/rstudioglobal-2021/youre-already-ready-zen-and-the-art-of-r-package-development/
"covid19-r • Collection of analyses, packages, visualisations of COVID-19 data in R",visualisation,package,https://github.com/mine-cetinkaya-rundel/covid19-r
dabestr • Data Analysis with Bootstrap Estimation in R,visualisation,package,https://github.com/acclab/dabestr
"Install and Run Programs, Outside of R, Inside of R • rOpenSci: outsider",big-data,article,https://docs.ropensci.org/outsider/index.html
swapir • swapir package,visualisation,package,https://github.com/kcuilla/swapir
All You Need To Know About Merging (Joining) Datasets in R,visualisation,article,https://thomasadventure.blog/posts/r-merging-datasets/
"Correlation Analysis in R, Part 2: Performing and Reporting Correlation Analysis – Data Enthusiast's Blog",visualisation,article,https://dataenthusiast.ca/2021/correlation-analysis-in-r-part-2-performing-and-reporting/
{reticulate} - A Tutorial · {randomNik},models,article,https://nik.netlify.app/post/reticulate-tutorial/
"pmwr • Backtesting investment and trading strategies, computing profit-and-loss and returns, reporting, and more.",visualisation,package,https://github.com/enricoschumann/pmwr
Star Trek: The Next Generation catchphrases | Sharla Gelfand,visualisation,article,https://sharla.party/post/2021-02-02-startrek/
The Mockup Blog: Removing image backgrounds with magick,visualisation,article,https://themockup.blog/posts/2021-01-28-removing-image-backgrounds-with-magick/
How useful is it to show uncertainty in a plot comparing proportions? - ouR data generation,visualisation,article,https://www.rdatagen.net/post/2021-02-02-uncertainty-in-a-plot-comparing-proportions/
Should you learn Python or R in 2021?,text-analysis,article,https://www.business-science.io/code-tools/2021/01/28/python-or-r
Spatial Resampling Infrastructure • spatialsample,statistics,article,https://spatialsample.tidymodels.org/
Make a package - Make some friends - RStudio,shiny,article,https://resources.rstudio.com/resources/rstudioglobal-2021/make-a-package-make-some-friends/
visdat • Preliminary Exploratory Visualisation of Data,visualisation,package,https://github.com/ropensci/visdat
"Javier Orraca: rstudio::global tips, tricks, and more",visualisation,article,https://www.javierorraca.com/posts/2021-01-24-rstudio-global/
bibliometrix • An R-tool for comprehensive science mapping analysis. A package for quantitative research in scientometrics and bibliometrics.,visualisation,package,https://github.com/massimoaria/bibliometrix
Daily Streamflow Trend Analysis - Water Data For The Nation Blog,visualisation,article,https://waterdata.usgs.gov/blog/quantile-kendall/
ggcats • The geom you always wished for adding cats to ggplot2,visualisation,package,https://github.com/r-coderdotcom/ggcats
xrprof • An external sampling profiler for R programs,visualisation,package,https://github.com/atheriel/xrprof
Building a team of internal R packages | Emily Riederer,publishing,article,https://emilyriederer.netlify.app/post/team-of-packages/
Counting Missing Values (NA) in R,visualisation,article,https://thomasadventure.blog/posts/r-count-na/
Data visualization in R: line charts | Javier Elío,visualisation,article,https://javierelio.netlify.app/post/20201217_dv1_line_charts/
vdiffr • Visual regression testing and graphical diffing with testthat,visualisation,package,https://github.com/r-lib/vdiffr
Animating the UK’s Lockdown Tier Maps in R | by Dylan Anderson | Medium,visualisation,article,https://dylansjanderson.medium.com/animating-the-uks-lockdown-tier-maps-in-r-4944b2d141e
Best practices of orchestrating Python and R code in ML projects | Data Version Control · DVC,visualisation,article,https://dvc.org/blog/best-practices-of-orchestrating-python-and-r-code-in-ml-projects
"titan • Prometheus monitoring for shiny applications, plumber APIs, and other R web services",visualisation,package,https://github.com/devopifex/titan
"Alex K Gold: R Packages for Experts, not Wizards",publishing,article,https://alexkgold.space/posts/2020-12-02-practical-package-patterns/
chromote • Chrome Remote Interface for R,visualisation,package,https://github.com/rstudio/chromote
lpdynr • An R-package to calculate Land Productivity Dynamics using variables derived from Earth Observation imagery.,visualisation,package,https://github.com/xavi-rp/lpdynr
gradethis • Tools for teachers to use with learnr,visualisation,package,https://github.com/rstudio-education/gradethis
Lifecycle stages • lifecycle,publishing,article,https://lifecycle.r-lib.org/articles/stages.html
{fusen}: Create a package from a simple RMarkdown file - Rtask,publishing,article,https://rtask.thinkr.fr/fusen-create-a-package-from-a-single-rmarkdown-file/
rstudio::global(2021) highlights - Mango Solutions,models,article,https://www.mango-solutions.com/rstudioglobal2021-highlights/
Databases using R,big-data,article,https://db.rstudio.com/
Datasets and Functions Relating to Star Trek • rtrek,visualisation,article,https://leonawicz.github.io/rtrek/index.html
How to interpret a p-value histogram – Variance Explained,statistics,article,http://varianceexplained.org/statistics/interpreting-pvalue-histogram/
dataexplorer • Automate Data Exploration and Treatment,visualisation,package,https://github.com/boxuancui/dataexplorer
swiftspeech • Classify Parts of Speech Using Apple's CoreML and NaturalLanguage Libraries,visualisation,package,https://github.com/hrbrmstr/swiftspeech
How Do Recruitment Deviates Work? | Maia Sosa Kapur,visualisation,article,https://maiakapur.netlify.app/post/recdevs/how-rec-devs/
"New Year, Great Data: The Best Ookla Open Data Projects We’ve Seen So Far",visualisation,article,https://www.speedtest.net/insights/blog/best-ookla-open-data-projects-2021/
emcluster • EM Algorithm for Model-Based Clustering of Finite Mixture Gaussian Distribution,models,package,https://github.com/snoweye/emcluster
circletyper • Curve Text Elements in R Shiny Using 'CircleType.js',visualisation,package,https://github.com/etiennebacher/circletyper
chk • An R package for developers to check user-supplied function arguments,visualisation,package,https://github.com/poissonconsulting/chk
baby-yoda • Piece lists and building instuctions for creating your own Baby Yoda Lego model.,visualisation,package,https://github.com/mcguinlu/baby-yoda
Enterprise-ready dashboards,shiny,article,https://db.rstudio.com/best-practices/dashboards/
Display penalty matrices of smooths using ggplot — draw.penalty_df • gratia,visualisation,article,https://gavinsimpson.github.io/gratia/reference/draw.penalty_df.html
R Data Science Digest: February 2021 – The Data Science Kernel,visualisation,article,https://thedatasciencekernel.com/2021/01/31/r-data-science-digest-february-2021/
7 Networks | ggplot2,visualisation,article,https://ggplot2-book.org/networks.html
